Imagen,Tipos de Daño,Piezas del Vehículo,Sugerencia,Tipos de Daño_encoded,Piezas del Vehículo_encoded,Sugerencia_encoded
792.jpg,Rotura,Rueda ,Reparar,6,40,1
793.jpg,Fractura,Parachoques delantero,Reparar,4,33,1
793.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
793.jpg,Rotura,Antiniebla delantero izquierdo,Reemplazar,6,2,2
794.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
794.jpg,Desprendimiento,Espejo lateral derecho,Reemplazar,3,7,2
794.jpg,Rayón,Puerta delantera derecha,Reparar,5,35,1
794.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
795.jpg,Abolladura,Puerta trasera izquierda,Reparar,1,38,1
795.jpg,Abolladura,Guardabarros trasero izquierdo,Reparar,1,14,1
796.jpg,Desprendimiento,Parachoques trasero,Reparar,3,34,1
797.jpg,Rotura,Parabrisas trasero,Reemplazar,6,32,2
798.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
798.jpg,Rotura,Luz trasera derecho,Reemplazar,6,19,2
799.jpg,Rotura,Parabrisas trasero,Reemplazar,6,32,2
800.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
800.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
801.jpg,Abolladura,Puerta delantera izquierda,Reparar,1,36,1
801.jpg,Abolladura,Puerta trasera izquierda,Reparar,1,38,1
801.jpg,Deformación,Moldura puerta delantera izquierda,Reemplazar,2,28,2
801.jpg,Desprendimiento,Manija izquierda,Reemplazar,3,23,2
801.jpg,Desprendimiento,Moldura puerta trasera izquierda,Reemplazar,3,30,2
802.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
802.jpg,Abolladura,Capó ,Reparar,1,3,1
802.jpg,Desprendimiento,Parachoques delantero,Reemplazar,3,33,2
802.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
803.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
804.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
805.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
806.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
807.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
808.jpg,Desprendimiento,Parachoques trasero,Reparar,3,34,1
809.jpg,Fractura,Parachoques delantero,Reparar,4,33,1
810.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
811.jpg,Deformación,Puerta delantera izquierda,Reemplazar,2,36,2
811.jpg,Deformación,Puerta trasera izquierda,Reemplazar,2,38,2
811.jpg,Deformación,Marco de las puertas,Reparar,2,25,1
812.jpg,Deformación,Puerta delantera izquierda,Reemplazar,2,36,2
812.jpg,Deformación,Puerta trasera izquierda,Reparar,2,38,1
812.jpg,Deformación,Marco de las puertas,Reparar,2,25,1
813.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
814.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
815.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
816.jpg,Fractura,Parachoques trasero,Reparar,4,34,1
817.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
817.jpg,Rayón,Guardabarros delantero derecho ,Reparar,5,11,1
818.jpg,Deformación,Marco de las puertas,Reparar,2,25,1
819.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
819.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
819.jpg,Abolladura,Capó ,Reparar,1,3,1
819.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
820.jpg,Rotura,Rueda ,Reparar,6,40,1
821.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
821.jpg,Rotura,Rueda ,Reparar,6,40,1
822.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
822.jpg,Rotura,Luz indicadora delantera izquierda,Reemplazar,6,16,2
823.jpg,Abolladura,Capó ,Reparar,1,3,1
823.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
823.jpg,Rotura,Parachoques delantero,Reparar,6,33,1
824.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
825.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
826.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
827.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
828.jpg,Fractura,Parachoques trasero,Reparar,4,34,1
829.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
830.jpg,Rayón,Guardabarros delantero izquierdo ,Reparar,5,12,1
831.jpg,Rotura,Rueda ,Reparar,6,40,1
832.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
833.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
834.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
834.jpg,Abolladura,Capó ,Reparar,1,3,1
834.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
835.jpg,Abolladura,Puerta trasera derecha,Reparar,1,37,1
835.jpg,Abolladura,Guardabarros trasero derecho,Reparar,1,13,1
835.jpg,Abolladura,Marco de las puertas,Reparar,1,25,1
836.jpg,Abolladura,Puerta delantera derecha,Reparar,1,35,1
836.jpg,Abolladura,Puerta trasera derecha,Reparar,1,37,1
836.jpg,Rayón,Marco de las puertas,Reparar,5,25,1
837.jpg,Abolladura,Capó ,Reparar,1,3,1
837.jpg,Deformación,Guardabarros delantero izquierdo ,Reparar,2,12,1
837.jpg,Deformación,Parachoques delantero,Reemplazar,2,33,2
837.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
838.jpg,Abolladura,Marco de las puertas,Reparar,1,25,1
838.jpg,Abolladura,Puerta delantera derecha,Reparar,1,35,1
839.jpg,Rayón,Parabrisas delantero,Reparar,5,31,1
840.jpg,Abolladura,Guardabarros delantero izquierdo ,Reemplazar,1,12,2
840.jpg,Rayón,Parachoques delantero,Reemplazar,5,33,2
841.jpg,Rayón,Parachoques trasero,Reemplazar,5,34,2
842.jpg,Abolladura,Capó ,Reparar,1,3,1
842.jpg,Abolladura,Techo ,Reparar,1,43,1
842.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
843.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
843.jpg,Rayón,Guardabarros delantero izquierdo ,Reparar,5,12,1
844.jpg,Abolladura,Puerta delantera derecha,Reparar,1,35,1
845.jpg,Desprendimiento,Parachoques delantero,Reparar,3,33,1
846.jpg,Abolladura,Guardabarros trasero izquierdo,Reparar,1,14,1
846.jpg,Abolladura,Puerta trasera izquierda,Reparar,1,38,1
846.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
846.jpg,Rotura,Rueda ,Reparar,6,40,1
847.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
848.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
849.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
849.jpg,Rotura,Antiniebla delantero izquierdo,Reemplazar,6,2,2
850.jpg,Abolladura,Puerta trasera derecha,Reparar,1,37,1
851.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
852.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
853.jpg,Fractura,Parachoques delantero,Reparar,4,33,1
853.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
854.jpg,Abolladura,Puerta delantera izquierda,Reparar,1,36,1
855.jpg,Abolladura,Maletero,Reparar,1,21,1
855.jpg,Fractura,Parachoques trasero,Reparar,4,34,1
856.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
857.jpg,Rayón,Guardabarros trasero derecho,Reparar,5,13,1
858.jpg,Abolladura,Puerta delantera izquierda,Reparar,1,36,1
858.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
858.jpg,Abolladura,Marco de las puertas,Reparar,1,25,1
858.jpg,Desprendimiento,Luz indicadora delantera izquierda,Reemplazar,3,16,2
858.jpg,Rayón,Puerta trasera izquierda,Reparar,5,38,1
859.jpg,Rotura,Rueda ,Reparar,6,40,1
860.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
860.jpg,Abolladura,Marco de la ventana,Reparar,1,24,1
860.jpg,Deformación,Guardabarros delantero derecho ,Reemplazar,2,11,2
860.jpg,Deformación,Capó ,Reemplazar,2,3,2
860.jpg,Desprendimiento,Espejo lateral derecho,Reemplazar,3,7,2
860.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
860.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
861.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
862.jpg,Abolladura,Marco de la ventana,Reparar,1,24,1
862.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
863.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
864.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
865.jpg,Rayón,Guardabarros delantero derecho ,Reparar,5,11,1
865.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
866.jpg,Rotura,Luz trasera derecho,Reemplazar,6,19,2
867.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
868.jpg,Abolladura,Guardabarros trasero izquierdo,Reparar,1,14,1
868.jpg,Rotura,Luz trasera izquierdo,Reemplazar,6,20,2
869.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
869.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
869.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
870.jpg,Fractura,Parachoques delantero,Reparar,4,33,1
871.jpg,Abolladura,Capó ,Reparar,1,3,1
872.jpg,Abolladura,Parabrisas trasero,Reparar,1,32,1
872.jpg,Deformación,Guardabarros trasero derecho,Reemplazar,2,13,2
873.jpg,Abolladura,Puerta trasera izquierda,Reparar,1,38,1
874.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
875.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
876.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
877.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
878.jpg,Abolladura,Guardabarros trasero derecho,Reparar,1,13,1
879.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
880.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
881.jpg,Fractura,Parachoques delantero,Reparar,4,33,1
882.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
882.jpg,Rayón,Guardabarros delantero derecho ,Reparar,5,11,1
883.jpg,Abolladura,Puerta trasera izquierda,Reparar,1,38,1
883.jpg,Abolladura,Puerta delantera izquierda,Reparar,1,36,1
883.jpg,Abolladura,Marco de las puertas,Reparar,1,25,1
883.jpg,Rayón,Guardabarros trasero izquierdo,Reparar,5,14,1
884.jpg,Rotura,Rueda ,Reparar,6,40,1
885.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
886.jpg,Abolladura,Puerta delantera izquierda,Reparar,1,36,1
886.jpg,Abolladura,Puerta trasera izquierda,Reparar,1,38,1
887.jpg,Desprendimiento,Parachoques delantero,Reemplazar,3,33,2
888.jpg,Abolladura,Capó ,Reparar,1,3,1
888.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
888.jpg,Rotura,Faros derecho,Reparar,6,9,1
889.jpg,Abolladura,Guardabarros trasero izquierdo,Reparar,1,14,1
889.jpg,Fractura,Parachoques trasero,Reparar,4,34,1
889.jpg,Rotura,Luz trasera izquierdo,Reemplazar,6,20,2
890.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
890.jpg,Desprendimiento,Guardabarros delantero izquierdo ,Reemplazar,3,12,2
890.jpg,Rayón,Faros izquierdo,Reparar,5,10,1
891.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
892.jpg,Rotura,Rueda ,Reparar,6,40,1
893.jpg,Rotura,Parachoques trasero,Reparar,6,34,1
894.jpg,Abolladura,Maletero,Reparar,1,21,1
895.jpg,Rayón,Guardabarros trasero derecho,Reparar,5,13,1
895.jpg,Rayón,Puerta trasera derecha,Reparar,5,37,1
896.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
897.jpg,Abolladura,Puerta delantera derecha,Reparar,1,35,1
897.jpg,Abolladura,Moldura puerta delantera derecha,Reparar,1,27,1
898.jpg,Rotura,Luz trasera izquierdo,Reemplazar,6,20,2
898.jpg,Rotura,Maletero,Reparar,6,21,1
899.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
900.jpg,Abolladura,Maletero,Reparar,1,21,1
900.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
900.jpg,Rotura,Luz trasera izquierdo,Reemplazar,6,20,2
901.jpg,Rotura,Ventanilla trasera izquierda      ,Reemplazar,6,52,2
902.jpg,Abolladura,Maletero,Reparar,1,21,1
902.jpg,Rotura,Parachoques trasero,Reparar,6,34,1
903.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
904.jpg,Rayón,Puerta trasera izquierda,Reparar,5,38,1
904.jpg,Rayón,Puerta delantera izquierda,Reparar,5,36,1
905.jpg,Rotura,Parabrisas trasero,Reemplazar,6,32,2
906.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
906.jpg,Rayón,Guardabarros delantero izquierdo ,Reparar,5,12,1
907.jpg,Abolladura,Puerta delantera izquierda,Reparar,1,36,1
908.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
909.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
910.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
911.jpg,Abolladura,Moldura puerta delantera derecha,Reparar,1,27,1
911.jpg,Abolladura,Puerta trasera derecha,Reparar,1,37,1
911.jpg,Deformación,Puerta delantera derecha,Reemplazar,2,35,2
911.jpg,Deformación,Puerta trasera derecha,Reemplazar,2,37,2
912.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
913.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
914.jpg,Rotura,Rueda ,Reparar,6,40,1
915.jpg,Fractura,Parachoques delantero,Reparar,4,33,1
916.jpg,Fractura,Parachoques delantero,Reparar,4,33,1
916.jpg,Fractura,Faros derecho,Reemplazar,4,9,2
917.jpg,Fractura,Luz trasera izquierdo,Reemplazar,4,20,2
917.jpg,Rayón,Maletero,Reparar,5,21,1
918.jpg,Deformación,Capó ,Reparar,2,3,1
918.jpg,Desprendimiento,"Rejilla, parrilla",Reemplazar,3,39,2
918.jpg,Fractura,Parachoques delantero,Reparar,4,33,1
918.jpg,Fractura,Faros izquierdo,Reemplazar,4,10,2
918.jpg,Fractura,Parabrisas delantero,Reemplazar,4,31,2
919.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
920.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
921.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
922.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
923.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
923.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
924.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
924.jpg,Abolladura,Puerta delantera izquierda,Reparar,1,36,1
924.jpg,Rotura,Rueda ,Reparar,6,40,1
925.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
925.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
925.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
926.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
926.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
926.jpg,Abolladura,Capó ,Reparar,1,3,1
926.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
927.jpg,Rayón,Puerta trasera izquierda,Reparar,5,38,1
928.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
929.jpg,Abolladura,Puerta trasera izquierda,Reparar,1,38,1
930.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
931.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
932.jpg,Abolladura,Capó ,Reparar,1,3,1
932.jpg,Desprendimiento,Guardabarros delantero derecho ,Reparar,3,11,1
933.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
933.jpg,Rayón,Guardabarros delantero izquierdo ,Reparar,5,12,1
934.jpg,Fractura,Rueda ,Reemplazar,4,40,2
935.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
936.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
937.jpg,Fractura,Parachoques trasero,Reparar,4,34,1
938.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
938.jpg,Rotura,Parachoques delantero,Reparar,6,33,1
938.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
939.jpg,Abolladura,Puerta trasera izquierda,Reparar,1,38,1
939.jpg,Abolladura,Guardabarros trasero izquierdo,Reparar,1,14,1
940.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
941.jpg,Fractura,Parachoques delantero,Reparar,4,33,1
942.jpg,Rayón,Guardabarros trasero izquierdo,Reparar,5,14,1
943.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
943.jpg,Desprendimiento,Parachoques delantero,Reemplazar,3,33,2
943.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
944.jpg,Abolladura,Puerta delantera derecha,Reparar,1,35,1
944.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
944.jpg,Rotura,Rueda ,Reparar,6,40,1
945.jpg,Abolladura,Guardabarros trasero izquierdo,Reparar,1,14,1
945.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
945.jpg,Rotura,Luz trasera izquierdo,Reemplazar,6,20,2
946.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
947.jpg,Rotura,Rueda ,Reparar,6,40,1
948.jpg,Abolladura,Capó ,Reparar,1,3,1
948.jpg,Abolladura,"Rejilla, parrilla",Reparar,1,39,1
948.jpg,Fractura,Parachoques delantero,Reparar,4,33,1
948.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
948.jpg,Rotura,Antiniebla delantero derecho,Reemplazar,6,1,2
949.jpg,Fractura,Guardabarros delantero izquierdo ,Reparar,4,12,1
950.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
951.jpg,Abolladura,Capó ,Reparar,1,3,1
951.jpg,Abolladura,Puerta delantera derecha,Reparar,1,35,1
951.jpg,Deformación,Guardabarros delantero derecho ,Reparar,2,11,1
951.jpg,Desprendimiento,Parachoques delantero,Reparar,3,33,1
951.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
952.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
953.jpg,Rotura,Parachoques delantero,Reparar,6,33,1
954.jpg,Abolladura,Capó ,Reparar,1,3,1
954.jpg,Rotura,Parachoques delantero,Reemplazar,6,33,2
955.jpg,Rotura,Luz trasera izquierdo,Reemplazar,6,20,2
956.jpg,Rotura,Luz trasera izquierdo,Reemplazar,6,20,2
957.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
957.jpg,Abolladura,Capó ,Reparar,1,3,1
957.jpg,Fractura,Parachoques delantero,Reparar,4,33,1
957.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
957.jpg,Rotura,Antiniebla delantero derecho,Reemplazar,6,1,2
958.jpg,Desprendimiento,Parabrisas delantero,Reemplazar,3,31,2
958.jpg,Rotura,Parachoques delantero,Reemplazar,6,33,2
959.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
960.jpg,Abolladura,Puerta delantera izquierda,Reparar,1,36,1
961.jpg,Abolladura,Marco de las puertas,Reparar,1,25,1
962.jpg,Abolladura,Marco de las puertas,Reparar,1,25,1
963.jpg,Abolladura,Puerta trasera derecha,Reparar,1,37,1
963.jpg,Abolladura,Moldura puerta delantera derecha,Reparar,1,27,1
963.jpg,Abolladura,Marco de las puertas,Reparar,1,25,1
964.jpg,Deformación,Guardabarros trasero derecho,Reparar,2,13,1
964.jpg,Fractura,Parachoques trasero,Reparar,4,34,1
964.jpg,Rotura,Luz trasera izquierdo,Reemplazar,6,20,2
965.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
966.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
967.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
968.jpg,Abolladura,Guardabarros trasero izquierdo,Reparar,1,14,1
969.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
970.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
970.jpg,Desprendimiento,Luz indicadora delantera derecha,Reemplazar,3,15,2
970.jpg,Rayón,Puerta delantera derecha,Reparar,5,35,1
971.jpg,Abolladura,Guardabarros trasero derecho,Reparar,1,13,1
971.jpg,Fractura,Puerta trasera derecha,Reparar,4,37,1
971.jpg,Rotura,Manija derecha,Reparar,6,22,1
972.jpg,Rayón,Guardabarros trasero derecho,Reparar,5,13,1
973.jpg,Fractura,Parachoques trasero,Reparar,4,34,1
974.jpg,Rotura,Luz trasera derecho,Reemplazar,6,19,2
975.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
976.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
976.jpg,Abolladura,Puerta delantera derecha,Reparar,1,35,1
976.jpg,Abolladura,Marco de las puertas,Reparar,1,25,1
977.jpg,Abolladura,Guardabarros trasero derecho,Reparar,1,13,1
977.jpg,Rotura,Luz trasera derecho,Reemplazar,6,19,2
978.jpg,Rayón,Guardabarros trasero derecho,Reparar,5,13,1
978.jpg,Rayón,Puerta trasera derecha,Reparar,5,37,1
979.jpg,Rayón,Guardabarros trasero izquierdo,Reparar,5,14,1
980.jpg,Abolladura,Guardabarros trasero izquierdo,Reparar,1,14,1
980.jpg,Rotura,Parabrisas trasero,Reparar,6,32,1
981.jpg,Abolladura,"Rejilla, parrilla",Reemplazar,1,39,2
981.jpg,Deformación,Parachoques delantero,Reemplazar,2,33,2
981.jpg,Deformación,Capó ,Reemplazar,2,3,2
981.jpg,Deformación,Guardabarros delantero derecho ,Reemplazar,2,11,2
981.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
982.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
983.jpg,Rotura,Luz trasera izquierdo,Reemplazar,6,20,2
984.jpg,Rotura,Rueda ,Reparar,6,40,1
985.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
986.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
987.jpg,Rotura,Parabrisas trasero,Reemplazar,6,32,2
988.jpg,Rotura,Parachoques delantero,Reemplazar,6,33,2
989.jpg,Abolladura,Parachoques delantero,Reemplazar,1,33,2
990.jpg,Rotura,Ventanilla delantera izquierda,Reemplazar,6,50,2
991.jpg,Rayón,Parachoques trasero,Reemplazar,5,34,2
992.jpg,Abolladura,Puerta trasera izquierda,Reparar,1,38,1
993.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
994.jpg,Rotura,Parachoques delantero,Reparar,6,33,1
995.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
996.jpg,Desprendimiento,Parachoques delantero,Reemplazar,3,33,2
996.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
997.jpg,Abolladura,Guardabarros trasero derecho,Reparar,1,13,1
998.jpg,Abolladura,Puerta delantera derecha,Reparar,1,35,1
999.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1000.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1001.jpg,Abolladura,Maletero,Reparar,1,21,1
1001.jpg,Fractura,Parachoques trasero,Reparar,4,34,1
1001.jpg,Rotura,Luz trasera izquierdo,Reemplazar,6,20,2
1002.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
1003.jpg,Desprendimiento,Parachoques delantero,Reemplazar,3,33,2
1003.jpg,Rayón,Faros derecho,Reemplazar,5,9,2
1004.jpg,Fractura,Luz trasera derecho,Reemplazar,4,19,2
1004.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
1005.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
1006.jpg,Rayón,Guardabarros trasero derecho,Reparar,5,13,1
1007.jpg,Abolladura,Puerta trasera izquierda,Reparar,1,38,1
1008.jpg,Desprendimiento,Parachoques trasero,Reemplazar,3,34,2
1009.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1010.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
1011.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1012.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1013.jpg,Abolladura,Marco de las puertas,Reparar,1,25,1
1014.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1014.jpg,Rotura,Luz indicadora trasera derecha,Reemplazar,6,17,2
1015.jpg,Abolladura,Parachoques trasero,Reparar,1,34,1
1015.jpg,Abolladura,Maletero,Reparar,1,21,1
1016.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
1017.jpg,Abolladura,Guardabarros trasero izquierdo,Reparar,1,14,1
1017.jpg,Abolladura,Maletero,Reparar,1,21,1
1017.jpg,Desprendimiento,Parachoques trasero,Reemplazar,3,34,2
1017.jpg,Rotura,Luz trasera izquierdo,Reemplazar,6,20,2
1018.jpg,Rayón,Guardabarros trasero izquierdo,Reparar,5,14,1
1019.jpg,Rayón,Guardabarros trasero izquierdo,Reparar,5,14,1
1020.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
1021.jpg,Rotura,Parachoques trasero,Reparar,6,34,1
1022.jpg,Deformación,Guardabarros trasero izquierdo,Reparar,2,14,1
1023.jpg,Rotura,Rueda ,Reemplazar,6,40,2
1024.jpg,Abolladura,Puerta delantera izquierda,Reparar,1,36,1
1025.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
1026.jpg,Abolladura,Guardabarros trasero izquierdo,Reparar,1,14,1
1027.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
1028.jpg,Abolladura,Guardabarros trasero derecho,Reparar,1,13,1
1029.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1029.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
1030.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1031.jpg,Rotura,Rueda ,Reemplazar,6,40,2
1032.jpg,Rotura,Ventana delantera izquierda,Reemplazar,6,46,2
1033.jpg,Abolladura,Parachoques delantero,Reparar,1,33,1
1033.jpg,Abolladura,Guardabarros delantero derecho ,Reparar,1,11,1
1033.jpg,Rotura,Faros derecho,Reemplazar,6,9,2
1033.jpg,Rotura,Rueda ,Reemplazar,6,40,2
1034.jpg,Deformación,Guardabarros delantero derecho ,Reparar,2,11,1
1034.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
1035.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
1035.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
1036.jpg,Rotura,Rueda ,Reparar,6,40,1
1037.jpg,Rotura,Parabrisas trasero,Reemplazar,6,32,2
1038.jpg,Deformación,Guardabarros delantero izquierdo ,Reparar,2,12,1
1038.jpg,Rotura,Parachoques delantero,Reemplazar,6,33,2
1038.jpg,Rotura,Faros izquierdo,Reemplazar,6,10,2
1039.jpg,Rayón,Parachoques trasero,Reparar,5,34,1
1040.jpg,Abolladura,Puerta delantera izquierda,Reparar,1,36,1
1040.jpg,Abolladura,Guardabarros delantero izquierdo ,Reparar,1,12,1
1040.jpg,Rotura,Marco de las puertas,Reparar,6,25,1
1041.jpg,Rotura,Parabrisas delantero,Reemplazar,6,31,2
1042.jpg,Rotura,Rueda ,Reparar,6,40,1
1043.jpg,Rayón,Parachoques delantero,Reparar,5,33,1
1044.jpg,Abolladura,Guardabarros trasero izquierdo,Reparar,1,14,1
1044.jpg,Rotura,Luz trasera izquierdo,Reemplazar,6,20,2
